League,Team,Player,MarketValueEUR
La Liga,Girona,Juan Arango,50000
La Liga,Levante,Mathew Ryan,2000000
La Liga,Levante,Matías Moreno,4000000
La Liga,Levante,Alan Matturro,4000000
La Liga,Levante,Diego Pampín,700000
La Liga,Levante,Víctor García,400000
La Liga,Levante,Jeremy Toljan,3500000
La Liga,Levante,Manu Sánchez,8000000
La Liga,Levante,Jon Ander Olasagasti,1200000
La Liga,Levante,Pablo Martínez,1200000
La Liga,Levante,Unai Vencedor,5000000
La Liga,Levante,Ugo Raghouber,3000000
La Liga,Levante,Carlos Álvarez,400000
La Liga,Levante,Iván Romero,800000
La Liga,Levante,José Luis Morales,1500000
La Liga,Levante,Iker Losada,500000
La Liga,Mallorca,Leo Román,5000000
La Liga,Mallorca,Lucas Bergstrom,1500000
La Liga,Mallorca,Iván Cuéllar,100000
La Liga,Mallorca,Mateu Morey,1500000
La Liga,Mallorca,Toni Lato,1500000
La Liga,Mallorca,Marash Kumbulla,4500000
La Liga,Mallorca,Antonio Raíllo,1500000
La Liga,Mallorca,Johan Mojica,1800000
La Liga,Mallorca,Pablo Maffeo,5000000
La Liga,Mallorca,Martin Valjent,4500000
La Liga,Mallorca,Iliesse Salhi,50000
La Liga,Mallorca,Omar Mascarell,800000
La Liga,Mallorca,Antonio Sánchez,2400000
La Liga,Mallorca,Manu Morlanes,2400000
La Liga,Mallorca,Sergi Darder,3500000
La Liga,Mallorca,Samú Costa,15000000
La Liga,Mallorca,Pablo Torre,3000000
La Liga,Mallorca,Jan Salas,500000
La Liga,Mallorca,Vedat Muriqi,4500000
La Liga,Mallorca,Abdón Prats,900000
La Liga,Mallorca,Takuma Asano,1800000
La Liga,Mallorca,Zito Luvumbo,7500000
La Liga,Mallorca,Mateo Joseph,900000
La Liga,Mallorca,Javi Llabrés,800000
La Liga,Osasuna,Jorge Herrando,3500000
La Liga,Osasuna,Valentin Rosier,3000000
La Liga,Osasuna,Javi Galán,3500000
La Liga,Osasuna,Enzo Boyomo,20000000
La Liga,Osasuna,Abel Bretones,4500000
La Liga,Osasuna,Alejandro Catena,2800000
La Liga,Osasuna,Iñigo Arguibide,500000
La Liga,Osasuna,Lucas Torró,2800000
La Liga,Osasuna,Jon Moncayola,7000000
La Liga,Osasuna,Iker Muñoz,2000000
La Liga,Osasuna,Aimar Oroz,9000000
La Liga,Osasuna,Rubén García,1800000
La Liga,Osasuna,Jon García,300000
La Liga,Osasuna,Asier Osambela,1000000
La Liga,Osasuna,Iker Benito,1500000
La Liga,Osasuna,Moi Gómez,1800000
La Liga,Osasuna,Ante Budimir,3000000
La Liga,Osasuna,Raúl Moro,2500000
La Liga,Osasuna,Roberto Arroyo,300000
La Liga,Real Madrid,Thibaut Courtois,28000000
La Liga,Real Madrid,Andriy Lunin,25000000
La Liga,Real Madrid,Sergio Mestre,50000
La Liga,Real Madrid,Éder Militão,60000000
La Liga,Real Madrid,David Alaba,20000000
La Liga,Real Madrid,Trent Alexander-Arnold,70000000
La Liga,Real Madrid,Álvaro Carreras,60000000
La Liga,Real Madrid,Fran García,15000000
La Liga,Real Madrid,Antonio Rüdiger,25000000
La Liga,Real Madrid,Ferland Mendy,22000000
La Liga,Real Madrid,Dean Huijsen,10000000
La Liga,Real Madrid,David Jiménez,3000000
La Liga,Real Madrid,Jude Bellingham,160000000
La Liga,Real Madrid,Eduardo Camavinga,50000000
La Liga,Real Madrid,Federico Valverde,120000000
La Liga,Real Madrid,Aurélien Tchouaméni,100000000
La Liga,Real Madrid,Arda Güler,45000000
La Liga,Real Madrid,Dani Ceballos,6000000
La Liga,Real Madrid,Brahim Díaz,40000000
La Liga,Real Madrid,Vinícius Júnior,180000000
La Liga,Real Madrid,Kylian Mbappé,180000000
La Liga,Real Madrid,Rodrygo,110000000
La Liga,Real Madrid,Gonzalo García,1000000
La Liga,Real Oviedo,Horatiu Moldovan,2000000
La Liga,Real Oviedo,Aarón Escandell,1000000
La Liga,Real Oviedo,Eric Bailly,1500000
La Liga,Real Oviedo,David Costas,1500000
La Liga,Real Oviedo,Dani Calvo,1500000
La Liga,Real Oviedo,David Carmo,10000000
La Liga,Real Oviedo,Nacho Vidal,1600000
La Liga,Real Oviedo,Javi López,5000000
La Liga,Real Oviedo,Kwasi Sibo,300000
La Liga,Real Oviedo,Santi Cazorla,500000
La Liga,Real Oviedo,Santiago Colombatto,4000000
La Liga,Real Oviedo,Leander Dendoncker,4000000
La Liga,Real Oviedo,Luka Ilic,2000000
La Liga,Real Oviedo,Haissem Hassan,1500000
La Liga,Real Oviedo,Ovie Ejaria,2000000
La Liga,Real Oviedo,Alex Fores,1500000
La Liga,Real Sociedad,Álex Remiro,14000000
La Liga,Real Sociedad,Unai Marrero,600000
La Liga,Real Sociedad,Aitor Fraga,500000
La Liga,Real Sociedad,Javi López,5000000
La Liga,Real Sociedad,Jon Pacheco,5000000
La Liga,Real Sociedad,Jon Aramburu,5000000
La Liga,Real Sociedad,Aihen Muñoz,8000000
La Liga,Real Sociedad,Igor Zubeldia,9000000
La Liga,Real Sociedad,Álvaro Odriozola,800000
La Liga,Real Sociedad,Jon Martín,10000000
La Liga,Real Sociedad,Iñaki Rupérez,300000
La Liga,Real Sociedad,Luken Beitia,300000
La Liga,Real Sociedad,Mikel Goti,1500000
La Liga,Real Sociedad,Beñat Turrientes,8000000
La Liga,Real Sociedad,Yangel Herrera,9000000
La Liga,Real Sociedad,Pablo Marín,1500000
La Liga,Real Sociedad,Carlos Soler,8000000
La Liga,Real Sociedad,Arsen Zakharyan,18000000
La Liga,Real Sociedad,Brais Méndez,40000000
La Liga,Real Sociedad,Luka Sucic,10000000
La Liga,Real Sociedad,Carlos Fernández,1500000
La Liga,Real Sociedad,Ander Barrenetxea,20000000
La Liga,Real Sociedad,Orri Óskarsson,12000000
La Liga,Real Sociedad,Mikel Oyarzabal,25000000
La Liga,Real Sociedad,Gonçalo Guedes,6000000
La Liga,Real Sociedad,Takefusa Kubo,30000000
La Liga,Real Sociedad,Sergio Gómez,15000000
La Liga,Real Sociedad,Jon Karrikaburu,2500000
La Liga,Real Sociedad,Arkaitz Mariezkurrena,800000
La Liga,Real Sociedad,Alex Marchal,800000
La Liga,Sevilla,Ørjan Nyland,900000
La Liga,Sevilla,Alberto Flores,300000
La Liga,Sevilla,José Ángel Carmona,12000000
La Liga,Sevilla,César Azpilicueta,1200000
La Liga,Sevilla,Tanguy Nianzou,1400000
La Liga,Sevilla,Gabriel Suazo,7000000
La Liga,Sevilla,Fábio Cardoso,3500000
La Liga,Sevilla,Federico Gattoni,3500000
La Liga,Sevilla,Marcão,2500000
La Liga,Sevilla,Oso,200000
La Liga,Sevilla,Nemanja Gudelj,2500000
La Liga,Sevilla,Joan Jordán,3500000
La Liga,Sevilla,Rubén Vargas,9000000
La Liga,Sevilla,Juanlu Sanchez,15000000
La Liga,Sevilla,Lucien Agoumé,6000000
La Liga,Sevilla,Batista Mendy,10000000
La Liga,Sevilla,Djibril Sow,9000000
La Liga,Sevilla,Adnan Januzaj,1200000
La Liga,Sevilla,Manu Bueno,1500000
La Liga,Sevilla,Isaac Romero,18000000
La Liga,Sevilla,Akor Adams,10000000
La Liga,Sevilla,Alexis Sánchez,1400000
La Liga,Sevilla,Peque Fernández,3500000
La Liga,Sevilla,Chidera Ejuke,6000000
La Liga,Villarreal,Luiz Júnior,6000000
La Liga,Villarreal,Diego Conde,500000
La Liga,Villarreal,Arnau Tenas,4000000
La Liga,Villarreal,Logan Costa,18000000
La Liga,Villarreal,Rafa Marín,12000000
La Liga,Villarreal,Willy Kambwala,4000000
La Liga,Villarreal,Pau Navarro,5000000
La Liga,Villarreal,Juan Foyth,15000000
La Liga,Villarreal,Santiago Mouriño,10000000
La Liga,Villarreal,Sergi Cardona,10000000
La Liga,Villarreal,Alfonso Pedraza,2500000
La Liga,Villarreal,Jean Ives Valou,300000
La Liga,Villarreal,Dani Parejo,2500000
La Liga,Villarreal,Renato Veiga,25000000
La Liga,Villarreal,Santi Comesaña,6000000
La Liga,Villarreal,Thomas Partey,5000000
La Liga,Villarreal,Pape Gueye,6000000
La Liga,Villarreal,Alberto Moleiro,30000000
La Liga,Villarreal,Gerard Moreno,10000000
La Liga,Villarreal,Georges Mikautadze,28000000
La Liga,Villarreal,Tajon Buchanan,8000000
La Liga,Villarreal,Nicolas Pépé,8500000
La Liga,Villarreal,Ayoze Pérez,6000000
Bundesliga,FC Heidenheim 1846,Diant Ramaj,7000000
Bundesliga,FC Heidenheim 1846,Paul Tschernuth,100000
Bundesliga,FC Heidenheim 1846,Frank Feller,500000
Bundesliga,FC Heidenheim 1846,Patrick Mainka,2500000
Bundesliga,FC Heidenheim 1846,Marnon Busch,1200000
Bundesliga,FC Heidenheim 1846,Benedikt Gimber,2500000
Bundesliga,FC Heidenheim 1846,Jonas Föhrenbach,1500000
Bundesliga,FC Heidenheim 1846,Leonidas Stergiou,3500000
Bundesliga,FC Heidenheim 1846,Tim Siersleben,2500000
Bundesliga,FC Heidenheim 1846,Niklas Dorsch,3000000
Bundesliga,FC Heidenheim 1846,Adrian Beck,2000000
Bundesliga,FC Heidenheim 1846,Jan Schöppner,4000000
Bundesliga,FC Heidenheim 1846,Julian Niehues,1500000
Bundesliga,FC Heidenheim 1846,Arijon Ibrahimovic,5000000
Bundesliga,FC Heidenheim 1846,Luca Kerber,2000000
Bundesliga,FC Heidenheim 1846,Hennes Behrens,400000
Bundesliga,1. FC Union Berlin,Frederik Ronnow,2500000
Bundesliga,1. FC Union Berlin,Carl Klaus,350000
Bundesliga,1. FC Union Berlin,Christopher Trimmel,600000
Bundesliga,1. FC Union Berlin,Josip Juranovic,2500000
Bundesliga,1. FC Union Berlin,Danilho Doekhi,13000000
Bundesliga,1. FC Union Berlin,Diogo Leite,12000000
Bundesliga,1. FC Union Berlin,Derrick Köhn,4000000
Bundesliga,1. FC Union Berlin,Stanley N'Soki,1800000
Bundesliga,1. FC Union Berlin,Tom Rothe,10000000
Bundesliga,1. FC Union Berlin,Leopold Querfeld,18000000
Bundesliga,1. FC Union Berlin,Rani Khedira,2000000
Bundesliga,1. FC Union Berlin,Janik Haberer,2500000
Bundesliga,1. FC Union Berlin,Robert Skov,3000000
Bundesliga,1. FC Union Berlin,Tim Skarke,1800000
Bundesliga,1. FC Union Berlin,Alex Král,5000000
Bundesliga,1. FC Union Berlin,András Schäfer,4500000
Bundesliga,Bayer Leverkusen,Janis Blaswich,2000000
Bundesliga,Bayer Leverkusen,Niklas Lomb,250000
Bundesliga,Bayer Leverkusen,Mark Flekken,8000000
Bundesliga,Bayer Leverkusen,Jonas Omlin,1500000
Bundesliga,Bayer Leverkusen,Alejandro Grimaldo,24000000
Bundesliga,Bayer Leverkusen,Lucas Vázquez,2500000
Bundesliga,Bayer Leverkusen,Edmond Tapsoba,35000000
Bundesliga,Bayer Leverkusen,Jarell Quansah,40000000
Bundesliga,Bayer Leverkusen,Loïc Badé,28000000
Bundesliga,Bayer Leverkusen,Arthur,7000000
Bundesliga,Bayer Leverkusen,Axel Tape,8000000
Bundesliga,Bayer Leverkusen,Robert Andrich,7000000
Bundesliga,Bayer Leverkusen,Aleix García,20000000
Bundesliga,Bayer Leverkusen,Exequiel Palacios,30000000
Bundesliga,Bayer Leverkusen,Malik Tillman,35000000
Bundesliga,Bayern Munich,Manuel Neuer,4000000
Bundesliga,Bayern Munich,Sven Ulreich,700000
Bundesliga,Bayern Munich,Jonas Urbig,2000000
Bundesliga,Bayern Munich,Hiroki Ito,18000000
Bundesliga,Bayern Munich,Raphaël Guerreiro,12000000
Bundesliga,Bayern Munich,Jonathan Tah,30000000
Bundesliga,Bayern Munich,Dayot Upamecano,70000000
Bundesliga,Bayern Munich,Alphonso Davies,50000000
Bundesliga,Bayern Munich,Josip Stanisic,32000000
Bundesliga,Bayern Munich,Cassiano Kiala,2000000
Bundesliga,Bayern Munich,Konrad Laimer,32000000
Bundesliga,Bayern Munich,Leon Goretzka,15000000
Bundesliga,Bayern Munich,Joshua Kimmich,40000000
Bundesliga,Borussia Dortmund,Patrick Drewes,400000
Bundesliga,Borussia Dortmund,Alexander Meyer,800000
Bundesliga,Borussia Dortmund,Gregor Kobel,40000000
Bundesliga,Borussia Dortmund,Silas Ostrzinski,200000
Bundesliga,Borussia Dortmund,Niklas Süle,5000000
Bundesliga,Borussia Dortmund,Ramy Bensebaini,7000000
Bundesliga,Borussia Dortmund,Waldemar Anton,18000000
Bundesliga,Borussia Dortmund,Julian Ryerson,20000000
Bundesliga,Borussia Dortmund,Nico Schlotterbeck,55000000
Bundesliga,Borussia Dortmund,Yan Couto,20000000
Bundesliga,Borussia Dortmund,Daniel Svensson,22000000
Bundesliga,Borussia Dortmund,Almugera Kabar,3000000
Bundesliga,Borussia Dortmund,Filippo Mané,2500000
Bundesliga,Borussia Dortmund,Elias Benkara,50000
Bundesliga,Borussia Dortmund,Emre Can,6000000
Bundesliga,Borussia Dortmund,Marcel Sabitzer,7000000
Bundesliga,Borussia Dortmund,Julian Brandt,20000000
Bundesliga,Borussia Dortmund,Salih Özcan,3500000
Bundesliga,Borussia Dortmund,Felix Nmecha,45000000
Bundesliga,Borussia Mönchengladbach,Tobias Sippel,300000
Bundesliga,Borussia Mönchengladbach,Moritz Nicolas,5000000
Bundesliga,Borussia Mönchengladbach,Jan Olschowsky,600000
Bundesliga,Borussia Mönchengladbach,Marvin Friedrich,1800000
Bundesliga,Borussia Mönchengladbach,Kevin Diks,5000000
Bundesliga,Borussia Mönchengladbach,Nico Elvedi,8000000
Bundesliga,Borussia Mönchengladbach,Joe Scally,7000000
Bundesliga,Borussia Mönchengladbach,Fabio Chiarodia,3000000
Bundesliga,Borussia Mönchengladbach,Lukas Ullrich,7000000
Bundesliga,Borussia Mönchengladbach,Kevin Stöger,3000000
Bundesliga,Borussia Mönchengladbach,Franck Honorat,12000000
Bundesliga,Borussia Mönchengladbach,Florian Neuhaus,3500000
Bundesliga,Borussia Mönchengladbach,Robin Hack,12000000
Bundesliga,Borussia Mönchengladbach,Philipp Sander,4000000
Bundesliga,Borussia Mönchengladbach,Nathan N'Goumou,3500000
Bundesliga,Borussia Mönchengladbach,Giovanni Reyna,6000000
Bundesliga,Borussia Mönchengladbach,Jens Castrop,1500000
Bundesliga,Borussia Mönchengladbach,Rocco Reitz,17000000
Bundesliga,Eintracht Frankfurt,Jens Grahl,200000
Bundesliga,Eintracht Frankfurt,Michael Zetterer,4500000
Bundesliga,Eintracht Frankfurt,Kauã Santos,7000000
Bundesliga,Eintracht Frankfurt,Nathaniel Brown,35000000
Bundesliga,Eintracht Frankfurt,Robin Koch,15000000
Bundesliga,Eintracht Frankfurt,Arthur Theate,24000000
Bundesliga,Eintracht Frankfurt,Nnamdi Collins,15000000
Bundesliga,Eintracht Frankfurt,Aurèle Amenda,6000000
Bundesliga,Eintracht Frankfurt,Elias Baum,1000000
Bundesliga,Eintracht Frankfurt,Timothy Chandler,350000
Bundesliga,Eintracht Frankfurt,Mario Götze,3500000
Bundesliga,Eintracht Frankfurt,Mahmoud Dahoud,2000000
Bundesliga,Eintracht Frankfurt,Ellyes Skhiri,6000000
Bundesliga,Eintracht Frankfurt,Ritsu Doan,18000000
Bundesliga,Eintracht Frankfurt,Hugo Larsson,40000000
Bundesliga,Eintracht Frankfurt,Farès Chaïbi,15000000
Bundesliga,FC Augsburg,Finn Dahmen,12000000
Bundesliga,FC Augsburg,Daniel Klein,150000
Bundesliga,FC Augsburg,Nediljko Labrovic,2000000
Bundesliga,FC Augsburg,Jeffrey Gouweleeuw,1000000
Bundesliga,FC Augsburg,Mads Pedersen,1000000
Bundesliga,FC Augsburg,Oliver Sorg,175000
Bundesliga,FC Augsburg,Cédric Zesiger,5000000
Bundesliga,FC Augsburg,Keven Schlotterbeck,6000000
Bundesliga,FC Augsburg,Chrislain Matsima,22000000
Bundesliga,FC Augsburg,Arthur Chaves,5000000
Bundesliga,FC Augsburg,Noahkai Banks,15000000
Bundesliga,FC Augsburg,Felix Meiser,150000
Bundesliga,FC Augsburg,Marius Wolf,2500000
Bundesliga,FC Augsburg,Alexis Claude-Maurice,12000000
Bundesliga,FC Augsburg,Kristijan Jakic,6000000
Bundesliga,FC Augsburg,Elvis Rexhbecaj,3500000
Bundesliga,FC Augsburg,Yannik Keitel,2000000
Bundesliga,FC Augsburg,Han-Noah Massengo,4000000
Bundesliga,FC Cologne,Ron-Robert Zieler,700000
Bundesliga,FC Cologne,Marvin Schwäbe,4000000
Bundesliga,FC Cologne,Matthias Köbbing,100000
Bundesliga,FC Cologne,Dominique Heintz,800000
Bundesliga,FC Cologne,Timo Hübers,5500000
Bundesliga,FC Cologne,Luca Kilian,2000000
Bundesliga,FC Cologne,Cenk Özkacar,2000000
Bundesliga,FC Cologne,Sebastian Sebulonsen,5500000
Bundesliga,FC Cologne,Rav van den Berg,400000
Bundesliga,FC Cologne,Kristoffer Lund,2200000
Bundesliga,FC Cologne,Jahmai Simpson-Pusey,4000000
Bundesliga,FC Cologne,Florian Kainz,2500000
Bundesliga,FC Cologne,Linton Maina,3000000
Bundesliga,FC Cologne,Ísak Jóhannesson,3500000
Bundesliga,FC Cologne,Eric Martel,7500000
Bundesliga,Hamburg SV,Daniel Heuer Fernandes,1200000
Bundesliga,Hamburg SV,Jordan Torunarigha,4000000
Bundesliga,Hamburg SV,Noah Katterbach,600000
Bundesliga,Hamburg SV,Warmed Omari,3000000
Bundesliga,Hamburg SV,William Mikelbrencis,1000000
Bundesliga,Hamburg SV,Fabio Vieira,22000000
Bundesliga,Hamburg SV,Bakery Jatta,1300000
Bundesliga,Hamburg SV,Albert Sambi Lokonga,15000000
Bundesliga,Hamburg SV,Albert Grønbaek,8000000
Bundesliga,Hamburg SV,Nicolai Remberg,5000000
Bundesliga,Mainz,Daniel Batz,250000
Bundesliga,Mainz,Robin Zentner,3000000
Bundesliga,Mainz,Lasse Rieß,700000
Bundesliga,Mainz,Stefan Bell,600000
Bundesliga,Mainz,Danny da Costa,1200000
Bundesliga,Mainz,Silvan Widmer,800000
Bundesliga,Mainz,Andreas Hanche-Olsen,5000000
Bundesliga,Mainz,Maxim Leitsch,1500000
Bundesliga,Mainz,Phillipp Mwene,1500000
Bundesliga,Mainz,Anthony Caci,10000000
Bundesliga,Mainz,Nikolas Veratschnig,1500000
Bundesliga,Mainz,Dominik Kohr,2000000
Bundesliga,Mainz,Nadiem Amiri,17000000
Bundesliga,Mainz,Lennard Maloney,3500000
Bundesliga,Mainz,Paul Nebel,18000000
Bundesliga,RB Leipzig,Péter Gulácsi,2000000
Bundesliga,RB Leipzig,Leopold Zingerle,400000
Bundesliga,RB Leipzig,Maarten Vandevoordt,8000000
Bundesliga,RB Leipzig,Willi Orbán,6000000
Bundesliga,RB Leipzig,Lukas Klostermann,3500000
Bundesliga,RB Leipzig,Benjamin Henrichs,20000000
Bundesliga,RB Leipzig,David Raum,20000000
Bundesliga,RB Leipzig,Ridle Baku,7000000
Bundesliga,RB Leipzig,El Chadaille Bitshiabu,15000000
Bundesliga,RB Leipzig,Castello Lukeba,45000000
Bundesliga,RB Leipzig,Max Finkgrafe,6000000
Bundesliga,RB Leipzig,Xaver Schlager,28000000
Bundesliga,RB Leipzig,Christoph Baumgartner,18000000
Bundesliga,RB Leipzig,Nicolas Seiwald,16000000
Bundesliga,RB Leipzig,Antonio Nusa,32000000
Bundesliga,RB Leipzig,Ezechiel Banzuzi,18000000
Bundesliga,SC Freiburg,Florian Müller,1200000
Bundesliga,SC Freiburg,Jannik Huth,400000
Bundesliga,SC Freiburg,Noah Atubolu,20000000
Bundesliga,SC Freiburg,Anthony Jung,700000
Bundesliga,SC Freiburg,Matthias Ginter,6000000
Bundesliga,SC Freiburg,Lukas Kübler,1500000
Bundesliga,SC Freiburg,Christian Günter,2000000
Bundesliga,SC Freiburg,Philipp Lienhart,12000000
Bundesliga,SC Freiburg,Niklas Beste,7000000
Bundesliga,SC Freiburg,Philipp Treu,8000000
Bundesliga,SC Freiburg,Max Rosenfelder,8000000
Bundesliga,SC Freiburg,Jordy Makengo,6000000
Bundesliga,SC Freiburg,Nicolas Höfler,500000
Bundesliga,SC Freiburg,Vincenzo Grifo,5000000
Bundesliga,SC Freiburg,Maximilian Eggestein,10000000
Bundesliga,SC Freiburg,Daniel-Kofi Kyereh,300000
Bundesliga,SC Freiburg,Patrick Osterhage,12000000
Bundesliga,SC Freiburg,Yuito Suzuki,15000000
Bundesliga,St. Pauli,Nikola Vasilj,4500000
Bundesliga,St. Pauli,Ben Voll,500000
Bundesliga,St. Pauli,Karol Mets,1000000
Bundesliga,St. Pauli,Manolis Saliakas,1500000
Bundesliga,St. Pauli,Hauke Wahl,1500000
Bundesliga,St. Pauli,Adam Dzwigala,400000
Bundesliga,St. Pauli,David Nemeth,4000000
Bundesliga,St. Pauli,Fin Stevens,450000
Bundesliga,St. Pauli,Jackson Irvine,1500000
Bundesliga,St. Pauli,Eric Smith,5000000
Bundesliga,St. Pauli,Mathias Pereira Lage,3500000
Bundesliga,TSG Hoffenheim,Oliver Baumann,3000000
Bundesliga,TSG Hoffenheim,Luca Philipp,750000
Bundesliga,TSG Hoffenheim,Lúkas Petersson,600000
Bundesliga,TSG Hoffenheim,Kevin Akpoguma,2000000
Bundesliga,TSG Hoffenheim,Vladimír Coufal,2700000
Bundesliga,TSG Hoffenheim,Bernardo,5000000
Bundesliga,TSG Hoffenheim,Koki Machida,7000000
Bundesliga,TSG Hoffenheim,Ozan Kabak,5000000
Bundesliga,TSG Hoffenheim,Valentin Gendrey,7000000
Bundesliga,TSG Hoffenheim,Alexander Prass,5000000
Bundesliga,TSG Hoffenheim,Robin Hranác,7000000
Bundesliga,TSG Hoffenheim,Luca Erlein,1300000
Bundesliga,TSG Hoffenheim,Grischa Prömel,3000000
Bundesliga,TSG Hoffenheim,Wouter Burger,5000000
Bundesliga,TSG Hoffenheim,Muhammed Damar,1000000
Bundesliga,TSG Hoffenheim,Florian Micheler,500000
Bundesliga,VfB Stuttgart,Fabian Bredlow,800000
Bundesliga,VfB Stuttgart,Alexander Nübel,12000000
Bundesliga,VfB Stuttgart,Stefan Drljaca,300000
Bundesliga,VfB Stuttgart,Maximilian Mittelstädt,18000000
Bundesliga,VfB Stuttgart,Pascal Stenzel,1200000
Bundesliga,VfB Stuttgart,Dan-Axel Zagadou,2000000
Bundesliga,VfB Stuttgart,Jeff Chabot,15000000
Bundesliga,VfB Stuttgart,Josha Vagnoman,10000000
Bundesliga,VfB Stuttgart,Ramon Hendriks,5000000
Bundesliga,VfB Stuttgart,Lorenz Assignon,12000000
Bundesliga,VfB Stuttgart,Luca Jaquez,10000000
Bundesliga,VfB Stuttgart,Finn Jeltsch,25000000
Bundesliga,VfB Stuttgart,Atakan Karazor,9000000
Bundesliga,VfB Stuttgart,Nikolas Nartey,2000000
Bundesliga,VfB Stuttgart,Chris Führich,10000000
Bundesliga,VfB Stuttgart,Angelo Stiller,45000000
Bundesliga,VfB Stuttgart,Bilal El Khannouss,30000000
Bundesliga,VfL Wolfsburg,Pavao Pervan,300000
Bundesliga,VfL Wolfsburg,Marius Müller,1000000
Bundesliga,VfL Wolfsburg,Kamil Grabara,12000000
Bundesliga,VfL Wolfsburg,Denis Vavro,7000000
Bundesliga,VfL Wolfsburg,Rogério,2000000
Bundesliga,VfL Wolfsburg,Joakim Maehle,9000000
Bundesliga,VfL Wolfsburg,Moritz Jenz,5000000
Bundesliga,VfL Wolfsburg,Kilian Fischer,7500000
Bundesliga,VfL Wolfsburg,Aaron Zehnter,1500000
Bundesliga,VfL Wolfsburg,Jeanuël Belocian,12000000
Bundesliga,VfL Wolfsburg,Konstantinos Koulierakis,25000000
Bundesliga,VfL Wolfsburg,Jan Bürger,1000000
Bundesliga,VfL Wolfsburg,Christian Eriksen,3000000
Bundesliga,VfL Wolfsburg,Maximilian Arnold,4500000
Bundesliga,VfL Wolfsburg,Kevin Paredes,5000000
Bundesliga,Werder Bremen,Markus Kolke,300000
Bundesliga,Werder Bremen,Karl Hein,3000000
Bundesliga,Werder Bremen,Mio Backhaus,10000000
Bundesliga,Werder Bremen,Mitchell Weiser,3500000
Bundesliga,Werder Bremen,Niklas Stark,3500000
Bundesliga,Werder Bremen,Karim Coulibaly,20000000
Bundesliga,Werder Bremen,Maximilian Wöber,10000000
Bundesliga,Werder Bremen,Marco Friedl,12000000
Bundesliga,Werder Bremen,Yukinari Sugawara,7500000
Bundesliga,Werder Bremen,Amos Pieper,4000000
Bundesliga,Werder Bremen,Felix Agu,8000000
Bundesliga,Werder Bremen,Olivier Deman,3000000
Bundesliga,Werder Bremen,Julian Malatini,2000000
Bundesliga,Werder Bremen,Mick Schmetgens,150000
Bundesliga,Werder Bremen,Leonardo Bittencourt,1200000
Bundesliga,Werder Bremen,Jens Stage,14000000
Bundesliga,Werder Bremen,Romano Schmid,17000000
Serie A,AC Milan,Pietro Terracciano,1000000
Serie A,AC Milan,Mike Maignan,38000000
Serie A,AC Milan,Lorenzo Torriani,10000
Serie A,AC Milan,Pervis Estupiñán,14000000
Serie A,AC Milan,Fikayo Tomori,40000000
Serie A,AC Milan,Matteo Gabbia,8000000
Serie A,AC Milan,Strahinja Pavlovic,28000000
Serie A,AC Milan,Filippo Terracciano,4500000
Serie A,AC Milan,Koni De Winter,12000000
Serie A,AC Milan,Mario Gila,30000000
Serie A,AC Milan,Davide Bartesaghi,1000000
Serie A,AC Milan,David Odogu,5000000
Serie A,AC Milan,Luka Modric,4000000
Serie A,AC Milan,Ruben Loftus-Cheek,25000000
Serie A,AS Roma,Pierluigi Gollini,800000
Serie A,AS Roma,Devis Vásquez,350000
Serie A,AS Roma,Mile Svilar,35000000
Serie A,AS Roma,Gianluca Mancini,15000000
Serie A,AS Roma,Angeliño,17000000
Serie A,AS Roma,Mario Hermoso,7000000
Serie A,AS Roma,Evan Ndicka,30000000
Serie A,AS Roma,Devyne Rensch,8500000
Serie A,AS Roma,Daniele Ghilardi,8000000
Serie A,AS Roma,Zeki Çelik,12000000
Serie A,Atalanta,Francesco Rossi,100000
Serie A,Atalanta,Marco Sportiello,1500000
Serie A,Atalanta,Marco Carnesecchi,16000000
Serie A,Atalanta,Berat Djimsiti,10000000
Serie A,Atalanta,Sead Kolasinac,10000000
Serie A,Atalanta,Davide Zappacosta,3500000
Serie A,Atalanta,Mitchel Bakker,4000000
Serie A,Atalanta,Raoul Bellanova,15000000
Serie A,Atalanta,Odilon Kossounou,22000000
Serie A,Atalanta,Lorenzo Bernasconi,75000
Serie A,Atalanta,Giorgio Scalvini,45000000
Serie A,Atalanta,Isak Hien,25000000
Serie A,Atalanta,Giovanni Bonfanti,1000000
Serie A,Atalanta,Marten de Roon,7000000
Serie A,Atalanta,Mario Pasalic,7000000
Serie A,Atalanta,Gianluca Gaetano,4000000
Serie A,Atalanta,Nicola Zalewski,15000000
Serie A,Atalanta,Lazar Samardzic,15000000
Serie A,Bologna,Lukasz Skorupski,2500000
Serie A,Bologna,Federico Ravaglia,1000000
Serie A,Bologna,Lorenzo De Silvestri,400000
Serie A,Bologna,Jhon Lucumí,17000000
Serie A,Bologna,Nicolo Casale,5000000
Serie A,Bologna,Juan Miranda,15000000
Serie A,Bologna,Emil Holm,13000000
Serie A,Bologna,Nadir Zortea,7500000
Serie A,Bologna,Remo Freuler,4000000
Serie A,Bologna,Lewis Ferguson,20000000
Serie A,Bologna,Nikola Moro,6500000
Serie A,Bologna,Michel Aebischer,4500000
Serie A,Bologna,Tommaso Pobega,9000000
Serie A,Bologna,João Mário,15000000
Serie A,Bologna,Charalampos Lykogiannis,1500000
Serie A,Cagliari,Boris Radunovic,1000000
Serie A,Cagliari,Elia Caprile,15000000
Serie A,Cagliari,Giuseppe Ciocci,100000
