League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
Ligue 1,Stade Rennais,,Bryan Reynolds,D,25,USA,,,,,,,,
Ligue 1,Stade Rennais,,Seko Fofana,M,31,Ivory Coast,,,,,,,,
Ligue 1,Stade Rennais,,Adrien Thomasson,M,32,France,,,,,,,,
Ligue 1,Stade Rennais,48,Abdelhamid Aït Boudlal,D,20,Morocco,20,2,1,3,1,,,2025-26
Ligue 1,Stade Rennais,4,Glen Kamara,M,30,Finland,,,,,,,,
Ligue 1,Stade Rennais,21,Valentin Rongier,M,31,France,,,,,,,,
Ligue 1,Stade Rennais,,Przemyslaw Frankowski,M,31,Poland,,,,,,,,
Ligue 1,Stade Rennais,30,Brice Samba,G,32,France,32,,0,5,0,87,44,2025-26
Ligue 1,Strasbourg,43,Yoann Becker,D,17,France,0,0,0,0,0,,,2025-26
Ligue 1,Strasbourg,10,Emmanuel Emegha,F,23,Netherlands,,,,,,,,
Ligue 1,Strasbourg,7,Diego Moreira,F,21,Belgium,,,,,,,,
Ligue 1,Strasbourg,50,Stefan Bajic,G,24,France,0,,0,0,0,0,0,2025-26
Ligue 1,Strasbourg,39,Mike Penders,G,20,Belgium,33,,0,3,0,108,47,2025-26
Ligue 1,Strasbourg,29,Samir El Mourabet,M,20,Morocco,,,,,,,,
Ligue 1,Strasbourg,1,Karl-Johan Johnsson,G,36,Sweden,1,,0,0,0,2,0,2025-26
Ligue 1,Strasbourg,17,Mathis Amougou,M,20,France,,,,,,,,
Ligue 1,Strasbourg,32,Valentín Barco,M,22,Argentina,,,,,,,,
Ligue 1,Strasbourg,8,Maximillian Oyedele,M,21,Poland,,,,,,,,
Ligue 1,Strasbourg,22,Guela Doué,D,23,Ivory Coast,24,2,6,3,0,,,2025-26
Ligue 1,Strasbourg,3,Ben Chilwell,D,29,England,20,0,2,4,0,,,2025-26
Ligue 1,Strasbourg,60,Gabriel Kerckaert,G,18,France,0,,0,0,0,0,0,2025-26
Ligue 1,Strasbourg,19,Julio Enciso,M,22,Paraguay,,,,,,,,
Ligue 1,Strasbourg,6,Ismael Doukoure,D,23,France,26,0,2,4,2,,,2025-26
Ligue 1,Strasbourg,28,Tyrese Noubissie,M,17,France,,,,,,,,
Ligue 1,Strasbourg,20,Martial Godo,F,23,England,,,,,,,,
Ligue 1,Strasbourg,5,Aaron Anselmino,D,21,Argentina,3,0,0,0,0,,,2025-26
Ligue 1,Strasbourg,24,Lucas Høgsberg,D,20,Denmark,24,0,0,2,1,,,2025-26
Ligue 1,Strasbourg,33,Amadou Cissé,D,20,Guinea,1,0,0,0,0,,,2025-26
Ligue 1,Strasbourg,11,Sebastian Nanasi,M,24,Sweden,,,,,,,,
Ligue 1,Strasbourg,,Samuel Amo-Ameyaw,,20,,,,,,,,,
Ligue 1,Strasbourg,42,Abdoul Ouattara,M,20,France,,,,,,,,
Ligue 1,Strasbourg,18,Junior Mwanga,M,23,France,,,,,,,,
Ligue 1,Strasbourg,35,Sacha Lung,D,18,France,,,,,,,,2025-26
Ligue 1,Strasbourg,2,Andrew Omobamidele,D,24,Republic of Ireland,25,1,0,4,0,,,2025-26
Ligue 1,Toulouse,19,Djibril Sidibé,D,33,France,33,3,4,1,0,,,2025-26
Ligue 1,Toulouse,23,Cristian Cásseres Jr.,M,26,Venezuela,,,,,,,,
Ligue 1,Toulouse,,Christ Tapé,D,20,,,,,,,,,
Ligue 1,Toulouse,,Ismail Diallo,D,22,France,,,,,,,,
Ligue 1,Toulouse,,Mathys Niflore,G,19,France,,,,,,,,
Ligue 1,Toulouse,,Niklas Schmidt,M,28,Germany,,,,,,,,
Ligue 1,Toulouse,44,Gaetan Bakhouche,D,21,France,,,,,,,,
Ligue 1,Toulouse,25,Frédéric Efuele Ngoyala,D,21,,0,0,0,0,0,,,2025-26
Ligue 1,Toulouse,3,Mark McKenzie,D,27,USA,30,0,2,7,1,,,2025-26
Ligue 1,Toulouse,2,Rasmus Nicolaisen,D,29,Denmark,33,1,0,4,0,,,2025-26
Ligue 1,Toulouse,35,Seny Koumbassa,D,19,France,10,1,0,0,0,,,2025-26
Ligue 1,Toulouse,24,Dayann Methalie,D,20,France,28,2,1,9,0,,,2025-26
Ligue 1,Toulouse,,Ylies Aradj,D,21,France,,,,,,,,
Ligue 1,Toulouse,15,Aron Donnum,M,28,Norway,,,,,,,,
Ligue 1,Toulouse,17,Abu Francis,M,25,Ghana,,,,,,,,
Ligue 1,Toulouse,77,Mario Sauer,M,22,Slovakia,,,,,,,,
Ligue 1,Toulouse,12,Waren Kamanzi,D,25,Norway,24,1,1,1,0,,,2025-26
Ligue 1,Toulouse,40,Naime Said Mchindra,G,21,France,0,,0,0,0,0,0,2025-26
Ligue 1,Toulouse,34,Noah Lahmadi,M,21,France,,,,,,,,
Ligue 1,Toulouse,1,Guillaume Restes,G,21,France,34,,0,3,0,85,45,2025-26
Ligue 1,Toulouse,16,Kjetil Haug,G,28,Norway,1,,0,0,0,0,1,2025-26
Ligue 1,Toulouse,30,Alexander Domínguez,G,27,Spain,0,,0,0,0,0,0,2025-26
Ligue 1,Toulouse,27,Nicolas Wasbauer,D,22,France,,,,,,,,2025-26
Ligue 1,Toulouse,4,Charlie Cresswell,D,23,England,29,3,2,8,0,,,2025-26
